date,number_of_strikes,center_point_geom
2018-01-23,23,POINT(-87.1 39.8)
2018-01-23,25,POINT(-87 39.9)
2018-01-23,34,POINT(-83 39.9)
2018-01-23,23,POINT(-86.9 39.9)
2018-01-23,48,POINT(-84.5 39.7)
2018-01-23,55,POINT(-84.4 39.7)
2018-01-23,36,POINT(-84.3 39.7)
2018-01-23,31,POINT(-84.1 39.7)
2018-01-23,23,POINT(-83.7 39.7)
2018-01-23,26,POINT(-82.9 39.7)
2018-01-23,23,POINT(-82.8 39.7)
2018-01-23,56,POINT(-84 40.1)
2018-01-23,25,POINT(-84.5 39.8)
2018-01-23,65,POINT(-84.4 39.8)
2018-01-23,91,POINT(-84.3 39.8)
2018-01-23,29,POINT(-84.2 39.8)
2018-01-23,68,POINT(-83.6 39.8)
2018-01-23,28,POINT(-83.1 39.8)
2018-01-23,26,POINT(-84 40.2)
2018-01-23,28,POINT(-84.5 39.9)
2018-01-23,55,POINT(-84.3 39.9)
2018-01-23,39,POINT(-84.2 39.9)
2018-01-23,31,POINT(-84.1 39.9)
2018-01-23,23,POINT(-83.6 39.9)
2018-01-23,23,POINT(-83.1 39.9)
2018-01-23,23,POINT(-82.5 39.9)
2018-01-23,29,POINT(-84.6 40.1)
2018-01-23,23,POINT(-84.3 40.1)
2018-01-23,37,POINT(-84.1 40.1)
2018-01-23,26,POINT(-83.3 40.1)
2018-01-23,23,POINT(-82.9 40.1)
2018-01-23,26,POINT(-82.3 40.1)
2018-01-23,39,POINT(-83.9 40.4)
2018-01-23,34,POINT(-83.8 40.4)
2018-01-23,47,POINT(-83.4 40.4)
2018-01-23,31,POINT(-83.6 40.2)
2018-01-23,35,POINT(-83.7 40.5)
2018-01-23,29,POINT(-83.4 40.5)
2018-01-23,35,POINT(-83.9 40.3)
2018-01-23,23,POINT(-83.8 40.3)
2018-01-23,32,POINT(-83.7 40.3)
2018-01-23,32,POINT(-83.5 40.3)
2018-01-23,29,POINT(-83.7 40.6)
2018-01-23,33,POINT(-83.3 40.6)
2018-01-23,25,POINT(-83.2 40.6)
2018-01-23,41,POINT(-81.6 40.6)
2018-01-23,25,POINT(-83 40.8)
2018-01-23,41,POINT(-83 40.9)
2018-01-23,38,POINT(-83.6 40.8)
2018-01-23,23,POINT(-83.3 40.8)
2018-01-23,31,POINT(-83.2 40.8)
2018-01-23,28,POINT(-84.1 40.7)
2018-01-23,48,POINT(-83.7 40.7)
2018-01-23,43,POINT(-83.6 40.7)
2018-01-23,28,POINT(-83.5 40.7)
2018-01-23,26,POINT(-83.4 40.7)
2018-01-23,34,POINT(-83.3 40.7)
2018-01-23,29,POINT(-83.4 40.9)
2018-01-23,35,POINT(-83.2 40.9)
2018-01-23,47,POINT(-83.1 40.9)
2018-01-23,36,POINT(-82.9 40.9)
2018-01-23,35,POINT(-83 41.1)
2018-01-23,25,POINT(-83.7 41.1)
2018-01-23,35,POINT(-83.1 41.1)
2018-01-23,32,POINT(-82.9 41.1)
2018-01-23,29,POINT(-83 41.2)
2018-01-23,26,POINT(-84.6 41.2)
2018-01-23,44,POINT(-83.2 41.2)
2018-01-23,33,POINT(-83.1 41.2)
2018-01-23,32,POINT(-82.9 41.2)
2018-01-23,28,POINT(-82.8 41.2)
2018-01-23,33,POINT(-84.6 41.3)
2018-01-23,55,POINT(-83.1 41.3)
2018-01-23,38,POINT(-82.9 41.3)
2018-01-23,32,POINT(-82.7 41.3)
2018-01-23,51,POINT(-83 41.4)
2018-01-23,32,POINT(-82.8 41.5)
2018-01-23,46,POINT(-82.5 41.5)
2018-01-23,56,POINT(-83 41.3)
2018-01-23,31,POINT(-86.2 41.6)
2018-01-23,51,POINT(-82.9 41.6)
2018-01-23,78,POINT(-82.8 41.6)
2018-01-23,31,POINT(-82.4 41.6)
2018-01-23,34,POINT(-82.7 41.4)
2018-01-23,29,POINT(-82.6 41.4)
2018-01-23,34,POINT(-85.9 41.7)
2018-01-23,29,POINT(-84.2 41.7)
2018-01-23,49,POINT(-82.8 41.7)
2018-01-23,52,POINT(-82.7 41.7)
2018-01-23,23,POINT(-82.6 41.7)
2018-01-23,36,POINT(-82.3 41.7)
2018-01-23,23,POINT(-85.9 41.8)
2018-01-23,34,POINT(-85.7 41.8)
2018-01-23,52,POINT(-82.7 41.8)
2018-01-23,29,POINT(-82.5 41.8)
2018-01-23,25,POINT(-82.4 41.8)
2018-01-23,23,POINT(-82.2 41.8)
2018-01-23,23,POINT(-82.6 41.9)
2018-01-23,44,POINT(-82.5 41.9)
2018-01-23,26,POINT(-82.4 41.9)
2018-01-23,32,POINT(-82.3 41.9)
2018-01-23,28,POINT(-82.2 41.9)
2018-01-23,53,POINT(-82 42.1)
2018-01-23,26,POINT(-82 42.3)
2018-01-23,35,POINT(-85.4 42.1)
2018-01-23,25,POINT(-82.2 42.1)
2018-01-23,73,POINT(-82.1 42.1)
2018-01-23,85,POINT(-82 42.2)
2018-01-23,26,POINT(-82.2 42.2)
2018-01-23,45,POINT(-82.1 42.2)
2018-01-23,25,POINT(-79.7 42.2)
2018-01-23,36,POINT(-81.8 42.5)
2018-01-23,29,POINT(-81.7 42.5)
2018-01-23,32,POINT(-80 42.3)
2018-01-23,28,POINT(-81.9 42.3)
2018-01-23,39,POINT(-80.9 42.6)
2018-01-23,28,POINT(-82 42.7)
2018-01-23,53,POINT(-81.9 42.4)
2018-01-23,37,POINT(-81.8 42.4)
2018-01-23,29,POINT(-80.5 42.4)
2018-01-23,29,POINT(-88.4 42.8)
2018-01-23,32,POINT(-82 42.6)
2018-01-23,44,POINT(-81.7 42.6)
2018-01-23,32,POINT(-81.6 42.6)
2018-01-23,28,POINT(-85.4 25)
2018-01-23,51,POINT(-84.8 25)
2018-01-23,62,POINT(-84.7 25)
2018-01-23,29,POINT(-88.3 26)
2018-01-23,29,POINT(-88.5 42.7)
2018-01-23,31,POINT(-81.7 42.7)
2018-01-23,36,POINT(-81.6 42.7)
2018-01-23,28,POINT(-81.4 42.7)
2018-01-23,39,POINT(-84 38)
2018-01-23,36,POINT(-83 38)
2018-01-23,40,POINT(-85.6 38)
2018-01-23,26,POINT(-85.5 38)
2018-01-23,29,POINT(-84.9 38)
2018-01-23,43,POINT(-82.3 39)
2018-01-23,25,POINT(-75.4 39)
2018-01-23,28,POINT(-74.1 39)
2018-01-23,45,POINT(-85 37)
2018-01-23,37,POINT(-81.6 42.8)
2018-01-23,25,POINT(-81.3 42.8)
2018-01-23,28,POINT(-83.5 38)
2018-01-23,45,POINT(-83.4 38)
2018-01-23,39,POINT(-83.3 38)
2018-01-23,36,POINT(-83.2 38)
2018-01-23,41,POINT(-85 39)
2018-01-23,31,POINT(-84 39)
2018-01-23,46,POINT(-74 39)
2018-01-23,25,POINT(-84.9 39)
2018-01-23,74,POINT(-84.1 39)
2018-01-23,39,POINT(-83.5 39)
2018-01-23,35,POINT(-83.4 39)
2018-01-23,25,POINT(-81.4 43.1)
2018-01-23,26,POINT(-87 40)
2018-01-23,28,POINT(-84 40)
2018-01-23,25,POINT(-83 40)
2018-01-23,29,POINT(-84.7 40)
2018-01-23,64,POINT(-84.2 40)
2018-01-23,55,POINT(-84.1 40)
2018-01-23,33,POINT(-83.8 40)
2018-01-23,38,POINT(-83.7 40)
2018-01-23,33,POINT(-83.4 40)
2018-01-23,23,POINT(-78.8 43.2)
2018-01-23,25,POINT(-80.8 43.3)
2018-01-23,25,POINT(-88.6 42.9)
2018-01-23,28,POINT(-88.5 42.9)
2018-01-23,33,POINT(-80.6 43.5)
2018-01-23,25,POINT(-78.6 43.5)
2018-01-23,26,POINT(-78.5 43.5)
2018-01-23,28,POINT(-81.2 43.2)
2018-01-23,33,POINT(-80.9 43.2)
2018-01-23,28,POINT(-80.2 43.8)
2018-01-23,28,POINT(-80.8 43.6)
2018-01-23,26,POINT(-80.5 43.6)
2018-01-23,25,POINT(-78.5 43.6)
2018-01-23,29,POINT(-78.4 43.6)
2018-01-23,45,POINT(-83 41)
2018-01-23,23,POINT(-86.6 41)
2018-01-23,35,POINT(-83.4 41)
2018-01-23,31,POINT(-83.2 41)
2018-01-23,51,POINT(-83.1 41)
2018-01-23,37,POINT(-85.6 42)
2018-01-23,48,POINT(-82.4 40)
2018-01-23,35,POINT(-82.4 42)
2018-01-23,117,POINT(-82.2 42)
2018-01-23,49,POINT(-82.1 42)
2018-01-23,23,POINT(-81.9 42)
2018-01-23,31,POINT(-88.4 43)
2018-01-23,25,POINT(-81.4 43)
2018-01-23,34,POINT(-77.3 20.1)
2018-01-23,34,POINT(-95.3 20.8)
2018-01-23,31,POINT(-95.3 20.9)
2018-01-23,35,POINT(-86.3 23.2)
2018-01-23,29,POINT(-78.1 21.1)
2018-01-23,48,POINT(-86 23.6)
2018-01-23,71,POINT(-86 23.7)
2018-01-23,33,POINT(-86.3 23.3)
2018-01-23,23,POINT(-86.2 23.3)
2018-01-23,45,POINT(-85.6 24.1)
2018-01-23,33,POINT(-85.3 25.1)
2018-01-23,28,POINT(-85.2 25.1)
2018-01-23,46,POINT(-84.9 25.1)
2018-01-23,82,POINT(-84.8 25.1)
2018-01-23,33,POINT(-87.2 25.2)
2018-01-23,25,POINT(-85.4 25.2)
2018-01-23,26,POINT(-84.9 25.2)
2018-01-23,64,POINT(-85.1 25.3)
2018-01-23,66,POINT(-85.3 25.4)
2018-01-23,47,POINT(-85.2 25.4)
2018-01-23,31,POINT(-85.1 25.4)
2018-01-23,57,POINT(-85.4 25.5)
2018-01-23,91,POINT(-85.3 25.5)
2018-01-23,41,POINT(-85.2 25.5)
2018-01-23,26,POINT(-87.2 25.6)
2018-01-23,64,POINT(-85.8 25.6)
2018-01-23,48,POINT(-85.7 25.6)
2018-01-23,33,POINT(-85.6 25.6)
2018-01-23,38,POINT(-85.5 25.6)
2018-01-23,25,POINT(-86.8 25.8)
2018-01-23,25,POINT(-87.3 25.7)
2018-01-23,31,POINT(-87.2 25.7)
2018-01-23,26,POINT(-87.1 25.7)
2018-01-23,25,POINT(-87 25.7)
2018-01-23,45,POINT(-87.6 26.4)
2018-01-23,61,POINT(-87.4 26.4)
2018-01-23,26,POINT(-86.8 26.5)
2018-01-23,34,POINT(-85.9 26.5)
2018-01-23,23,POINT(-85.4 26.5)
2018-01-23,26,POINT(-87.2 26.6)
2018-01-23,26,POINT(-87.1 26.6)
2018-01-23,32,POINT(-85.8 26.2)
2018-01-23,63,POINT(-85.5 26.7)
2018-01-23,38,POINT(-85.8 26.6)
2018-01-23,41,POINT(-87 26.7)
2018-01-23,31,POINT(-87.2 26.4)
2018-01-23,36,POINT(-87.3 26.5)
2018-01-23,55,POINT(-87.2 26.5)
2018-01-23,33,POINT(-86.4 27.1)
2018-01-23,41,POINT(-87.1 26.7)
2018-01-23,39,POINT(-86.6 26.7)
2018-01-23,61,POINT(-86.6 27.2)
2018-01-23,23,POINT(-87.4 27.3)
2018-01-23,31,POINT(-86.6 27.4)
2018-01-23,93,POINT(-86.8 27.5)
2018-01-23,110,POINT(-86.7 27.5)
2018-01-23,50,POINT(-86.6 27.5)
2018-01-23,25,POINT(-86.5 27.5)
2018-01-23,25,POINT(-85.6 27.1)
2018-01-23,41,POINT(-86.8 27.7)
2018-01-23,40,POINT(-86.7 27.7)
2018-01-23,78,POINT(-86.6 27.7)
2018-01-23,48,POINT(-86.5 27.7)
2018-01-23,29,POINT(-86.4 27.7)
2018-01-23,46,POINT(-86.7 27.8)
2018-01-23,31,POINT(-86.6 27.8)
2018-01-23,29,POINT(-84.7 28.9)
2018-01-23,218,POINT(-86.8 27.6)
2018-01-23,173,POINT(-86.7 27.6)
2018-01-23,101,POINT(-86.6 27.6)
2018-01-23,60,POINT(-86.5 27.6)
2018-01-23,31,POINT(-86.4 27.6)
2018-01-23,28,POINT(-76.3 34.2)
2018-01-23,23,POINT(-76.2 34.2)
2018-01-23,28,POINT(-85 36.9)
2018-01-23,40,POINT(-84.9 37.1)
2018-01-23,39,POINT(-85.9 37.2)
2018-01-23,32,POINT(-84.8 37.2)
2018-01-23,28,POINT(-85 37.3)
2018-01-23,38,POINT(-85.7 37.3)
2018-01-23,25,POINT(-84.3 37.3)
2018-01-23,25,POINT(-85.5 36.6)
2018-01-23,37,POINT(-85.6 37.4)
2018-01-23,35,POINT(-84.8 37.5)
2018-01-23,31,POINT(-83.6 37.5)
2018-01-23,23,POINT(-85.3 37.6)
2018-01-23,25,POINT(-84.6 37.6)
2018-01-23,29,POINT(-83.9 37.6)
2018-01-23,23,POINT(-83.8 37.6)
2018-01-23,28,POINT(-85.1 37.7)
2018-01-23,23,POINT(-84.6 37.7)
2018-01-23,29,POINT(-83.8 37.7)
2018-01-23,47,POINT(-83.7 37.7)
2018-01-23,48,POINT(-83.5 37.7)
2018-01-23,43,POINT(-83.4 37.7)
2018-01-23,43,POINT(-85 37.8)
2018-01-23,37,POINT(-84.9 37.9)
2018-01-23,26,POINT(-84.2 37.9)
2018-01-23,49,POINT(-84.1 37.9)
2018-01-23,36,POINT(-83.5 37.9)
2018-01-23,45,POINT(-83.4 37.9)
2018-01-23,40,POINT(-83.3 37.9)
2018-01-23,38,POINT(-84.5 37.8)
2018-01-23,46,POINT(-84.3 37.8)
2018-01-23,59,POINT(-84.2 37.8)
2018-01-23,35,POINT(-83.7 37.8)
2018-01-23,26,POINT(-83.6 37.8)
2018-01-23,28,POINT(-83.5 37.8)
2018-01-23,25,POINT(-83.4 37.8)
2018-01-23,28,POINT(-84 38.1)
2018-01-23,31,POINT(-83 38.1)
2018-01-23,68,POINT(-84.1 38.1)
2018-01-23,46,POINT(-83.3 38.1)
2018-01-23,39,POINT(-83.1 38.1)
2018-01-23,45,POINT(-84 38.2)
2018-01-23,52,POINT(-83 38.2)
2018-01-23,38,POINT(-85.5 38.5)
2018-01-23,26,POINT(-84.6 38.2)
2018-01-23,44,POINT(-84.5 38.2)
2018-01-23,26,POINT(-84.4 38.2)
2018-01-23,38,POINT(-83.9 38.2)
2018-01-23,23,POINT(-83.8 38.2)
2018-01-23,35,POINT(-83.2 38.2)
2018-01-23,54,POINT(-83.1 38.2)
2018-01-23,23,POINT(-85 38.3)
2018-01-23,33,POINT(-84.5 38.3)
2018-01-23,31,POINT(-84.4 38.3)
2018-01-23,31,POINT(-84.3 38.3)
2018-01-23,26,POINT(-83.9 38.3)
2018-01-23,32,POINT(-83.7 38.3)
2018-01-23,23,POINT(-83.6 38.3)
2018-01-23,75,POINT(-84.1 38.6)
2018-01-23,28,POINT(-84.4 38.4)
2018-01-23,57,POINT(-84.3 38.4)
2018-01-23,58,POINT(-84.2 38.4)
2018-01-23,44,POINT(-83.7 38.4)
2018-01-23,26,POINT(-83.6 38.4)
2018-01-23,33,POINT(-75.1 38.4)
2018-01-23,29,POINT(-75 38.5)
2018-01-23,26,POINT(-84.6 38.5)
2018-01-23,50,POINT(-84.5 38.5)
2018-01-23,81,POINT(-84.3 38.5)
2018-01-23,100,POINT(-84.2 38.5)
2018-01-23,36,POINT(-84.1 38.5)
2018-01-23,35,POINT(-83.5 38.5)
2018-01-23,31,POINT(-74.7 38.5)
2018-01-23,31,POINT(-84 38.6)
2018-01-23,25,POINT(-85.6 38.6)
2018-01-23,37,POINT(-85.4 38.6)
2018-01-23,36,POINT(-85.3 38.6)
2018-01-23,51,POINT(-84.5 38.6)
2018-01-23,32,POINT(-84.4 38.6)
2018-01-23,26,POINT(-83.4 38.6)
2018-01-23,25,POINT(-83.3 38.6)
2018-01-23,26,POINT(-82.7 38.6)
2018-01-23,33,POINT(-74.9 38.6)
2018-01-23,32,POINT(-74.8 38.6)
2018-01-23,36,POINT(-84 38.7)
2018-01-23,59,POINT(-85.3 38.7)
2018-01-23,25,POINT(-84.4 38.7)
2018-01-23,56,POINT(-84.3 38.7)
2018-01-23,42,POINT(-83.9 38.7)
2018-01-23,25,POINT(-73.9 38.9)
2018-01-23,26,POINT(-82.3 38.7)
2018-01-23,23,POINT(-81.9 38.7)
2018-01-23,34,POINT(-85.4 38.8)
2018-01-23,26,POINT(-85.2 38.8)
2018-01-23,34,POINT(-85.1 38.8)
2018-01-23,47,POINT(-84.3 38.8)
2018-01-23,37,POINT(-84.2 38.8)
2018-01-23,33,POINT(-83.9 38.8)
2018-01-23,50,POINT(-83.8 38.8)
2018-01-23,88,POINT(-83.7 38.8)
2018-01-23,29,POINT(-73.8 39.1)
2018-01-23,33,POINT(-73.7 39.1)
2018-01-23,45,POINT(-85 38.9)
2018-01-23,35,POINT(-74 38.9)
2018-01-23,29,POINT(-85.2 38.9)
2018-01-23,74,POINT(-84.2 38.9)
2018-01-23,51,POINT(-84.1 38.9)
2018-01-23,32,POINT(-83.7 38.9)
2018-01-23,71,POINT(-83.6 38.9)
2018-01-23,41,POINT(-83.5 38.9)
2018-01-23,37,POINT(-82.5 38.9)
2018-01-23,39,POINT(-82.4 38.9)
2018-01-23,42,POINT(-83.9 39.2)
2018-01-23,31,POINT(-83.8 39.2)
2018-01-23,28,POINT(-83.6 39.2)
2018-01-23,103,POINT(-84 39.1)
2018-01-23,43,POINT(-85.1 39.1)
2018-01-23,49,POINT(-83.7 39.1)
2018-01-23,35,POINT(-83.3 39.1)
2018-01-23,25,POINT(-83.2 39.1)
2018-01-23,34,POINT(-82.2 39.1)
2018-01-23,28,POINT(-82.1 39.1)
2018-01-23,33,POINT(-81.7 39.1)
2018-01-23,28,POINT(-81.6 39.3)
2018-01-23,26,POINT(-83.2 39.2)
2018-01-23,29,POINT(-82.1 39.2)
2018-01-23,31,POINT(-81.9 39.2)
2018-01-23,28,POINT(-75.1 39.2)
2018-01-23,35,POINT(-85 39.2)
2018-01-23,54,POINT(-82 39.2)
2018-01-23,39,POINT(-84.9 39.2)
2018-01-23,23,POINT(-84.5 39.2)
2018-01-23,36,POINT(-73.2 39.4)
2018-01-23,26,POINT(-73.6 39.2)
2018-01-23,25,POINT(-84.9 39.3)
2018-01-23,43,POINT(-84.8 39.3)
2018-01-23,45,POINT(-84.7 39.3)
2018-01-23,28,POINT(-84.4 39.3)
2018-01-23,28,POINT(-84.2 39.3)
2018-01-23,47,POINT(-83.8 39.3)
2018-01-23,38,POINT(-83.7 39.3)
2018-01-23,61,POINT(-83.5 39.3)
2018-01-23,32,POINT(-73.3 39.3)
2018-01-23,53,POINT(-84.8 39.4)
2018-01-23,42,POINT(-84.7 39.4)
2018-01-23,23,POINT(-84.6 39.4)
2018-01-23,23,POINT(-84.5 39.4)
2018-01-23,38,POINT(-84.3 39.4)
2018-01-23,43,POINT(-83.7 39.4)
2018-01-23,36,POINT(-83.6 39.4)
2018-01-23,23,POINT(-84.8 39.5)
2018-01-23,36,POINT(-84.7 39.5)
2018-01-23,77,POINT(-84.6 39.5)
2018-01-23,36,POINT(-84.5 39.5)
2018-01-23,31,POINT(-84.4 39.5)
2018-01-23,32,POINT(-84.3 39.5)
2018-01-23,29,POINT(-84.2 39.5)
2018-01-23,34,POINT(-83.6 39.5)
2018-01-23,40,POINT(-83.5 39.5)
2018-01-23,33,POINT(-83.4 39.5)
2018-01-23,31,POINT(-87.2 39.6)
2018-01-23,29,POINT(-84.6 39.6)
2018-01-23,40,POINT(-84.5 39.6)
2018-01-23,35,POINT(-84.2 39.6)
2018-01-23,51,POINT(-83.5 39.6)
2018-01-23,23,POINT(-83.4 39.6)
2018-01-23,26,POINT(-82.2 39.6)
2018-01-24,36,POINT(-86.1 21.7)
2018-01-24,26,POINT(-82 22.5)
2018-01-24,25,POINT(-84.1 22.3)
2018-01-25,41,POINT(-100.5 33)
2018-01-25,25,POINT(-100.5 32.1)
2018-01-25,23,POINT(-101.7 32.3)
2018-01-25,49,POINT(-100.6 32.9)
2018-01-25,35,POINT(-100.5 32.9)
2018-01-25,26,POINT(-100.5 33.1)
2018-01-25,29,POINT(-100.4 33.1)
2018-01-25,29,POINT(-101 33.2)
2018-01-25,34,POINT(-100.8 32.6)
2018-01-25,29,POINT(-101.1 33.3)
2018-01-25,28,POINT(-121.8 38.4)
2018-01-25,59,POINT(-121.7 38.4)
2018-01-25,35,POINT(-121.6 38.4)
2018-01-25,44,POINT(-124.2 40.3)
2018-01-27,99,POINT(-97.7 26)
2018-01-27,94,POINT(-97.6 26)
2018-01-27,152,POINT(-97.5 26)
2018-01-27,55,POINT(-97 27)
2018-01-27,55,POINT(-95 27)
2018-01-27,36,POINT(-97.4 27)
2018-01-27,33,POINT(-97.2 27)
2018-01-27,106,POINT(-96.9 27)
2018-01-27,44,POINT(-96.8 27)
2018-01-27,28,POINT(-94.9 27)
2018-01-27,34,POINT(-91.6 27)
2018-01-27,50,POINT(-96.4 23)
2018-01-27,32,POINT(-96.3 23)
2018-01-27,65,POINT(-95.9 28)
2018-01-27,33,POINT(-95.8 28)
2018-01-27,54,POINT(-95.7 28)
2018-01-27,34,POINT(-95.6 28)
2018-01-27,32,POINT(-95.4 28)
2018-01-27,76,POINT(-95.3 28)
2018-01-27,61,POINT(-95.2 28)
2018-01-27,79,POINT(-95.1 28)
2018-01-27,148,POINT(-94.9 28)
2018-01-27,134,POINT(-94.8 28)
2018-01-27,213,POINT(-94.7 28)
2018-01-27,200,POINT(-94.6 28)
2018-01-27,111,POINT(-94.5 28)
2018-01-27,212,POINT(-94.4 28)
2018-01-27,219,POINT(-94.3 28)
2018-01-27,345,POINT(-94.2 28)
2018-01-27,266,POINT(-94.1 28)
2018-01-27,71,POINT(-93.9 28)
2018-01-27,75,POINT(-93.8 28)
2018-01-27,43,POINT(-93.7 28)
2018-01-27,36,POINT(-89.9 28)
2018-01-27,38,POINT(-89.7 28)
2018-01-27,32,POINT(-89.6 28)
2018-01-27,25,POINT(-89.3 28)
2018-01-27,32,POINT(-88.2 28)
2018-01-27,87,POINT(-95 29)
2018-01-27,112,POINT(-94 29)
2018-01-27,106,POINT(-93 29)
2018-01-27,70,POINT(-92 29)
2018-01-27,190,POINT(-94.9 29)
2018-01-27,61,POINT(-94.8 29)
2018-01-27,38,POINT(-94.7 29)
2018-01-27,62,POINT(-94.6 29)
2018-01-27,56,POINT(-94.5 29)
2018-01-27,29,POINT(-94.4 29)
2018-01-27,92,POINT(-94.3 29)
2018-01-27,66,POINT(-94.2 29)
2018-01-27,151,POINT(-94.1 29)
2018-01-27,158,POINT(-93.9 29)
2018-01-27,99,POINT(-93.8 29)
2018-01-27,121,POINT(-93.7 29)
2018-01-27,151,POINT(-93.6 29)
2018-01-27,123,POINT(-93.5 29)
2018-01-27,90,POINT(-93.4 29)
2018-01-27,51,POINT(-93.3 29)
2018-01-27,108,POINT(-93.2 29)
2018-01-27,168,POINT(-93.1 29)
2018-01-27,96,POINT(-92.9 29)
2018-01-27,60,POINT(-92.8 29)
2018-01-27,53,POINT(-92.7 29)
2018-01-27,38,POINT(-92.6 29)
2018-01-27,75,POINT(-92.5 29)
2018-01-27,116,POINT(-95 28)
2018-01-27,285,POINT(-94 28)
2018-01-27,46,POINT(-96.2 28)
2018-01-27,35,POINT(-96.1 28)
2018-01-27,73,POINT(-90.8 30)
2018-01-27,74,POINT(-90.7 30)
2018-01-27,53,POINT(-90.6 30)
2018-01-27,33,POINT(-90.5 30)
2018-01-27,38,POINT(-90.4 30)
2018-01-27,31,POINT(-90.3 30)
2018-01-27,44,POINT(-90.2 30)
2018-01-27,81,POINT(-90.1 30)
2018-01-27,86,POINT(-89.9 30)
2018-01-27,29,POINT(-89.8 30)
2018-01-27,38,POINT(-97.3 37)
2018-01-27,45,POINT(-92.1 29)
2018-01-27,211,POINT(-91.4 29)
2018-01-27,301,POINT(-91.3 29)
2018-01-27,150,POINT(-91.2 29)
2018-01-27,100,POINT(-91.1 29)
2018-01-27,28,POINT(-90.9 29)
2018-01-27,68,POINT(-90.8 29)
2018-01-27,73,POINT(-90.2 29)
2018-01-27,37,POINT(-89.8 29)
2018-01-27,32,POINT(-89.6 29)
2018-01-27,23,POINT(-89.5 29)
2018-01-27,75,POINT(-94 30)
2018-01-27,135,POINT(-92 30)
2018-01-27,247,POINT(-91 30)
2018-01-27,54,POINT(-90 30)
2018-01-27,36,POINT(-94.2 30)
2018-01-27,77,POINT(-94.1 30)
2018-01-27,40,POINT(-93.9 30)
2018-01-27,28,POINT(-93.7 30)
2018-01-27,23,POINT(-93.6 30)
2018-01-27,34,POINT(-92.7 30)
2018-01-27,26,POINT(-92.5 30)
2018-01-27,63,POINT(-92.2 30)
2018-01-27,239,POINT(-92.1 30)
2018-01-27,56,POINT(-91.9 30)
2018-01-27,67,POINT(-91.5 30)
2018-01-27,63,POINT(-91.4 30)
2018-01-27,83,POINT(-91.3 30)
2018-01-27,137,POINT(-91.2 30)
2018-01-27,234,POINT(-91.1 30)
2018-01-27,71,POINT(-90.9 30)
2018-01-27,37,POINT(-96.1 22.6)
2018-01-27,56,POINT(-96.3 22.7)
2018-01-27,64,POINT(-96.2 22.7)
2018-01-27,160,POINT(-96.3 22.8)
2018-01-27,64,POINT(-96.4 22.9)
2018-01-27,50,POINT(-96.3 22.9)
2018-01-27,28,POINT(-96.2 22.9)
2018-01-27,26,POINT(-96.2 22.6)
2018-01-27,31,POINT(-87.4 24.4)
2018-01-27,40,POINT(-97.1 24.2)
2018-01-27,40,POINT(-96.8 24.2)
2018-01-27,35,POINT(-96.7 24.2)
2018-01-27,35,POINT(-96.9 24.8)
2018-01-27,31,POINT(-97.4 25.2)
2018-01-27,41,POINT(-97.3 25.2)
2018-01-27,67,POINT(-96.5 25.2)
2018-01-27,31,POINT(-96.6 24.6)
2018-01-27,59,POINT(-94.9 24.6)
2018-01-27,42,POINT(-96.6 24.7)
2018-01-27,60,POINT(-97.8 25.6)
2018-01-27,34,POINT(-97.7 25.6)
2018-01-27,32,POINT(-96.7 25.6)
2018-01-27,52,POINT(-96.6 25.6)
2018-01-27,36,POINT(-97.8 25.7)
2018-01-27,78,POINT(-97.7 25.7)
2018-01-27,68,POINT(-97.7 25.8)
2018-01-27,66,POINT(-97.5 25.8)
2018-01-27,26,POINT(-98.3 24.9)
2018-01-27,34,POINT(-96.9 24.9)
2018-01-27,43,POINT(-97.4 25.1)
2018-01-27,26,POINT(-97.3 25.1)
2018-01-27,54,POINT(-97.7 26.4)
2018-01-27,230,POINT(-97.6 26.4)
2018-01-27,29,POINT(-97.5 26.4)
2018-01-27,32,POINT(-97.9 26.5)
2018-01-27,25,POINT(-97.8 26.5)
2018-01-27,55,POINT(-97.7 26.5)
2018-01-27,209,POINT(-97.6 26.5)
2018-01-27,47,POINT(-97.5 26.5)
2018-01-27,42,POINT(-90.7 26.5)
2018-01-27,52,POINT(-97.4 25.3)
2018-01-27,34,POINT(-97.3 25.3)
2018-01-27,41,POINT(-96.6 25.3)
2018-01-27,46,POINT(-97.4 25.4)
2018-01-27,103,POINT(-96.7 25.4)
2018-01-27,143,POINT(-96.6 25.4)
2018-01-27,144,POINT(-97.7 26.8)
2018-01-27,227,POINT(-97.6 26.8)
2018-01-27,65,POINT(-97.5 26.8)
2018-01-27,34,POINT(-97.1 26.8)
2018-01-27,69,POINT(-97.7 26.6)
2018-01-27,356,POINT(-97.6 26.6)
2018-01-27,75,POINT(-97.7 25.9)
2018-01-27,23,POINT(-97.6 25.9)
2018-01-27,122,POINT(-97.5 25.9)
2018-01-27,65,POINT(-97.8 26.1)
2018-01-27,159,POINT(-97.7 26.1)
2018-01-27,61,POINT(-97.6 26.1)
2018-01-27,137,POINT(-97.5 26.1)
2018-01-27,36,POINT(-97.4 26.1)
2018-01-27,25,POINT(-97.8 26.2)
2018-01-27,327,POINT(-97.7 26.2)
2018-01-27,183,POINT(-97.6 26.2)
2018-01-27,266,POINT(-97.5 26.2)
2018-01-27,34,POINT(-97.4 26.2)
2018-01-27,153,POINT(-97.7 26.3)
2018-01-27,266,POINT(-97.6 26.3)
